0.000000	1.000000
0.200000	0.800000
0.400000	0.639542
0.600000	0.509801
0.800000	0.403667
1.000000	0.315306
0.000000	1.000000
0.100000	0.900000
0.200000	0.809973
0.300000	0.728869
0.400000	0.655741
0.500000	0.589736
0.600000	0.530085
0.700000	0.476090
0.800000	0.427117
0.900000	0.382588
1.000000	0.341970
0.000000	1.000000
0.050000	0.950000
0.100000	0.902498
0.150000	0.857367
0.200000	0.814484
0.250000	0.773734
0.300000	0.735007
0.350000	0.698198
0.400000	0.663208
0.450000	0.629943
0.500000	0.598313
0.550000	0.568233
0.600000	0.539621
0.650000	0.512399
0.700000	0.486495
0.750000	0.461837
0.800000	0.438359
0.850000	0.415996
0.900000	0.394688
0.950000	0.374375
1.000000	0.355001
0.000000	1.000000
0.025000	0.975000
0.050000	0.950625
0.075000	0.926859
0.100000	0.903687
0.125000	0.881093
0.150000	0.859063
0.175000	0.837583
0.200000	0.816638
0.225000	0.796216
0.250000	0.776303
0.275000	0.756885
0.300000	0.737951
0.325000	0.719488
0.350000	0.701484
0.375000	0.683927
0.400000	0.666806
0.425000	0.650110
0.450000	0.633828
0.475000	0.617950
0.500000	0.602464
0.525000	0.587362
0.550000	0.572633
0.575000	0.558268
0.600000	0.544257
0.625000	0.530591
0.650000	0.517261
0.675000	0.504259
0.700000	0.491577
0.725000	0.479205
0.750000	0.467136
0.775000	0.455362
0.800000	0.443875
0.825000	0.432668
0.850000	0.421734
0.875000	0.411065
0.900000	0.400654
0.925000	0.390494
0.950000	0.380579
0.975000	0.370902
1.000000	0.361457
